#NAME: DoE 1-2040
#TITLE: DoE
#COLUMN_NAMES: Numero | NomEssai | FluxExp | BK | COAL | NUCL | MT

28 Cas28 1.344246e+05 1.518519e+00 1.712000e+00 8.367347e-01 1.479339e+00 
29 Cas29 1.279851e+05 6.851852e-01 5.720000e-01 1.051020e+00 1.615702e+00 
30 Cas30 1.408641e+05 1.185185e+00 8.720000e-01 1.265306e+00 1.752066e+00 
31 Cas31 1.163135e+05 1.685185e+00 1.172000e+00 1.479592e+00 1.888430e+00 
32 Cas32 1.291925e+05 8.518519e-01 1.472000e+00 1.693878e+00 5.371901e-01 
33 Cas33 1.227530e+05 1.351852e+00 1.772000e+00 1.908163e+00 6.735537e-01 
34 Cas34 1.356320e+05 1.851852e+00 6.320000e-01 6.530612e-01 8.099174e-01 
35 Cas35 1.195332e+05 5.740741e-01 9.320000e-01 8.673469e-01 9.462810e-01 
36 Cas36 1.324122e+05 1.074074e+00 1.232000e+00 1.081633e+00 1.082645e+00 
37 Cas37 1.259727e+05 1.574074e+00 1.532000e+00 1.295918e+00 1.219008e+00 
38 Cas38 1.388517e+05 7.407407e-01 1.832000e+00 1.510204e+00 1.355372e+00 
39 Cas39 1.179233e+05 1.240741e+00 6.920000e-01 1.724490e+00 1.491736e+00 
40 Cas40 1.308023e+05 1.740741e+00 9.920000e-01 1.938776e+00 1.628099e+00 
41 Cas41 1.243628e+05 9.074074e-01 1.292000e+00 6.836735e-01 1.764463e+00 
42 Cas42 1.372418e+05 1.407407e+00 1.592000e+00 8.979592e-01 1.900826e+00 
43 Cas43 1.211431e+05 1.907407e+00 1.892000e+00 1.112245e+00 5.495868e-01 
44 Cas44 1.340221e+05 6.296296e-01 7.520000e-01 1.326531e+00 6.859504e-01 
45 Cas45 1.275826e+05 1.129630e+00 1.052000e+00 1.540816e+00 8.223140e-01 
46 Cas46 1.404616e+05 1.629630e+00 1.352000e+00 1.755102e+00 9.586777e-01 
47 Cas47 1.171184e+05 7.962963e-01 1.652000e+00 1.969388e+00 1.095041e+00 
48 Cas48 1.299974e+05 1.296296e+00 1.952000e+00 5.043732e-01 1.231405e+00 
49 Cas49 1.235579e+05 1.796296e+00 5.240000e-01 7.186589e-01 1.367769e+00 
50 Cas50 1.364369e+05 9.629630e-01 8.240000e-01 9.329446e-01 1.504132e+00 
51 Cas51 1.203382e+05 1.462963e+00 1.124000e+00 1.147230e+00 1.640496e+00 
52 Cas52 1.332172e+05 1.962963e+00 1.424000e+00 1.361516e+00 1.776860e+00 
53 Cas53 1.267777e+05 5.370370e-01 1.724000e+00 1.575802e+00 1.913223e+00 
54 Cas54 1.396567e+05 1.037037e+00 5.840000e-01 1.790087e+00 5.619835e-01 
55 Cas55 1.187283e+05 1.537037e+00 8.840000e-01 5.349854e-01 6.983471e-01 
56 Cas56 1.316073e+05 7.037037e-01 1.184000e+00 7.492711e-01 8.347107e-01 
57 Cas57 1.251678e+05 1.203704e+00 1.484000e+00 9.635569e-01 9.710744e-01 
58 Cas58 1.380468e+05 1.703704e+00 1.784000e+00 1.177843e+00 1.107438e+00 
59 Cas59 1.219480e+05 8.703704e-01 6.440000e-01 1.392128e+00 1.243802e+00 
60 Cas60 1.348270e+05 1.370370e+00 9.440000e-01 1.606414e+00 1.380165e+00 
61 Cas61 1.283875e+05 1.870370e+00 1.244000e+00 1.820700e+00 1.516529e+00 
62 Cas62 1.412665e+05 5.925926e-01 1.544000e+00 5.655977e-01 1.652893e+00 
63 Cas63 1.161122e+05 1.092593e+00 1.844000e+00 7.798834e-01 1.789256e+00 
64 Cas64 1.289912e+05 1.592593e+00 7.040000e-01 9.941691e-01 1.925620e+00 
65 Cas65 1.225517e+05 7.592593e-01 1.004000e+00 1.208455e+00 5.743802e-01 
66 Cas66 1.354307e+05 1.259259e+00 1.304000e+00 1.422741e+00 7.107438e-01 
67 Cas67 1.193320e+05 1.759259e+00 1.604000e+00 1.637026e+00 8.471074e-01 
68 Cas68 1.322110e+05 9.259259e-01 1.904000e+00 1.851312e+00 9.834711e-01 
69 Cas69 1.257715e+05 1.425926e+00 7.640000e-01 5.962099e-01 1.119835e+00 
70 Cas70 1.386505e+05 1.925926e+00 1.064000e+00 8.104956e-01 1.256198e+00 
71 Cas71 1.177221e+05 6.481481e-01 1.364000e+00 1.024781e+00 1.392562e+00 
72 Cas72 1.306011e+05 1.148148e+00 1.664000e+00 1.239067e+00 1.528926e+00 
73 Cas73 1.241616e+05 1.648148e+00 1.964000e+00 1.453353e+00 1.665289e+00 
74 Cas74 1.370406e+05 8.148148e-01 5.360000e-01 1.667638e+00 1.801653e+00 
75 Cas75 1.209419e+05 1.314815e+00 8.360000e-01 1.881924e+00 1.938017e+00 
76 Cas76 1.338209e+05 1.814815e+00 1.136000e+00 6.268222e-01 5.867769e-01 
77 Cas77 1.273814e+05 9.814815e-01 1.436000e+00 8.411079e-01 7.231405e-01 
78 Cas78 1.402604e+05 1.481481e+00 1.736000e+00 1.055394e+00 8.595041e-01 
79 Cas79 1.169172e+05 1.981481e+00 5.960000e-01 1.269679e+00 9.958678e-01 
80 Cas80 1.297962e+05 5.061728e-01 8.960000e-01 1.483965e+00 1.132231e+00 
81 Cas81 1.233567e+05 1.006173e+00 1.196000e+00 1.698251e+00 1.268595e+00 
82 Cas82 1.362357e+05 1.506173e+00 1.496000e+00 1.912536e+00 1.404959e+00 
83 Cas83 1.201369e+05 6.728395e-01 1.796000e+00 6.574344e-01 1.541322e+00 
84 Cas84 1.330159e+05 1.172840e+00 6.560000e-01 8.717201e-01 1.677686e+00 
85 Cas85 1.265764e+05 1.672840e+00 9.560000e-01 1.086006e+00 1.814050e+00 
86 Cas86 1.394554e+05 8.395062e-01 1.256000e+00 1.300292e+00 1.950413e+00 
87 Cas87 1.185270e+05 1.339506e+00 1.556000e+00 1.514577e+00 5.991736e-01 
88 Cas88 1.314060e+05 1.839506e+00 1.856000e+00 1.728863e+00 7.355372e-01 
89 Cas89 1.249665e+05 5.617284e-01 7.160000e-01 1.943149e+00 8.719008e-01 
90 Cas90 1.378455e+05 1.061728e+00 1.016000e+00 6.880466e-01 1.008264e+00 
91 Cas91 1.217468e+05 1.561728e+00 1.316000e+00 9.023324e-01 1.144628e+00 
92 Cas92 1.346258e+05 7.283951e-01 1.616000e+00 1.116618e+00 1.280992e+00 
93 Cas93 1.281863e+05 1.228395e+00 1.916000e+00 1.330904e+00 1.417355e+00 
94 Cas94 1.410653e+05 1.728395e+00 7.760000e-01 1.545190e+00 1.553719e+00 
95 Cas95 1.165147e+05 8.950617e-01 1.076000e+00 1.759475e+00 1.690083e+00 
96 Cas96 1.293937e+05 1.395062e+00 1.376000e+00 1.973761e+00 1.826446e+00 
97 Cas97 1.229542e+05 1.895062e+00 1.676000e+00 5.087464e-01 1.962810e+00 
98 Cas98 1.358332e+05 6.172840e-01 1.976000e+00 7.230321e-01 6.115702e-01 
99 Cas99 1.197345e+05 1.117284e+00 5.480000e-01 9.373178e-01 7.479339e-01 
100 Cas100 1.326135e+05 1.617284e+00 8.480000e-01 1.151603e+00 8.842975e-01 
101 Cas101 1.261740e+05 7.839506e-01 1.148000e+00 1.365889e+00 1.020661e+00 
102 Cas102 1.390530e+05 1.283951e+00 1.448000e+00 1.580175e+00 1.157025e+00 
103 Cas103 1.181246e+05 1.783951e+00 1.748000e+00 1.794461e+00 1.293388e+00 
104 Cas104 1.310036e+05 9.506173e-01 6.080000e-01 5.393586e-01 1.429752e+00 
105 Cas105 1.245641e+05 1.450617e+00 9.080000e-01 7.536443e-01 1.566116e+00 
106 Cas106 1.374431e+05 1.950617e+00 1.208000e+00 9.679300e-01 1.702479e+00 
107 Cas107 1.213443e+05 5.246914e-01 1.508000e+00 1.182216e+00 1.838843e+00 
108 Cas108 1.342233e+05 1.024691e+00 1.808000e+00 1.396501e+00 1.975207e+00 
109 Cas109 1.277838e+05 1.524691e+00 6.680000e-01 1.610787e+00 6.239669e-01 
110 Cas110 1.406628e+05 6.913580e-01 9.680000e-01 1.825073e+00 7.603306e-01 
111 Cas111 1.173196e+05 1.191358e+00 1.268000e+00 5.699708e-01 8.966942e-01 
112 Cas112 1.301986e+05 1.691358e+00 1.568000e+00 7.842566e-01 1.033058e+00 
113 Cas113 1.237591e+05 8.580247e-01 1.868000e+00 9.985423e-01 1.169421e+00 
114 Cas114 1.366381e+05 1.358025e+00 7.280000e-01 1.212828e+00 1.305785e+00 
115 Cas115 1.205394e+05 1.858025e+00 1.028000e+00 1.427114e+00 1.442149e+00 
116 Cas116 1.334184e+05 5.802469e-01 1.328000e+00 1.641399e+00 1.578512e+00 
117 Cas117 1.269789e+05 1.080247e+00 1.628000e+00 1.855685e+00 1.714876e+00 
118 Cas118 1.398579e+05 1.580247e+00 1.928000e+00 6.005831e-01 1.851240e+00 
119 Cas119 1.189295e+05 7.469136e-01 7.880000e-01 8.148688e-01 1.987603e+00 
120 Cas120 1.318085e+05 1.246914e+00 1.088000e+00 1.029155e+00 5.011270e-01 
121 Cas121 1.253690e+05 1.746914e+00 1.388000e+00 1.243440e+00 6.374906e-01 
122 Cas122 1.382480e+05 9.135802e-01 1.688000e+00 1.457726e+00 7.738542e-01 
123 Cas123 1.221493e+05 1.413580e+00 1.988000e+00 1.672012e+00 9.102179e-01 
124 Cas124 1.350283e+05 1.913580e+00 5.024000e-01 1.886297e+00 1.046582e+00 
125 Cas125 1.285888e+05 6.358025e-01 8.024000e-01 6.311953e-01 1.182945e+00 
126 Cas126 1.414678e+05 1.135802e+00 1.102400e+00 8.454810e-01 1.319309e+00 
127 Cas127 1.160116e+05 1.635802e+00 1.402400e+00 1.059767e+00 1.455672e+00 
128 Cas128 1.288906e+05 8.024691e-01 1.702400e+00 1.274052e+00 1.592036e+00 
129 Cas129 1.224511e+05 1.302469e+00 5.624000e-01 1.488338e+00 1.728400e+00 
130 Cas130 1.353301e+05 1.802469e+00 8.624000e-01 1.702624e+00 1.864763e+00 
131 Cas131 1.192314e+05 9.691358e-01 1.162400e+00 1.916910e+00 5.135237e-01 
132 Cas132 1.321104e+05 1.469136e+00 1.462400e+00 6.618076e-01 6.498873e-01 
133 Cas133 1.256709e+05 1.969136e+00 1.762400e+00 8.760933e-01 7.862509e-01 
134 Cas134 1.385499e+05 5.432099e-01 6.224000e-01 1.090379e+00 9.226146e-01 
135 Cas135 1.176215e+05 1.043210e+00 9.224000e-01 1.304665e+00 1.058978e+00 
136 Cas136 1.305005e+05 1.543210e+00 1.222400e+00 1.518950e+00 1.195342e+00 
137 Cas137 1.240610e+05 7.098765e-01 1.522400e+00 1.733236e+00 1.331705e+00 
138 Cas138 1.369400e+05 1.209877e+00 1.822400e+00 1.947522e+00 1.468069e+00 
139 Cas139 1.208412e+05 1.709877e+00 6.824000e-01 6.924198e-01 1.604433e+00 
140 Cas140 1.337202e+05 8.765432e-01 9.824000e-01 9.067055e-01 1.740796e+00 
141 Cas141 1.272807e+05 1.376543e+00 1.282400e+00 1.120991e+00 1.877160e+00 
142 Cas142 1.401597e+05 1.876543e+00 1.582400e+00 1.335277e+00 5.259204e-01 
143 Cas143 1.168166e+05 5.987654e-01 1.882400e+00 1.549563e+00 6.622840e-01 
144 Cas144 1.296956e+05 1.098765e+00 7.424000e-01 1.763848e+00 7.986476e-01 
145 Cas145 1.232561e+05 1.598765e+00 1.042400e+00 1.978134e+00 9.350113e-01 
146 Cas146 1.361351e+05 7.654321e-01 1.342400e+00 5.131195e-01 1.071375e+00 
147 Cas147 1.200363e+05 1.265432e+00 1.642400e+00 7.274052e-01 1.207739e+00 
148 Cas148 1.329153e+05 1.765432e+00 1.942400e+00 9.416910e-01 1.344102e+00 
149 Cas149 1.264758e+05 9.320988e-01 5.144000e-01 1.155977e+00 1.480466e+00 
150 Cas150 1.393548e+05 1.432099e+00 8.144000e-01 1.370262e+00 1.616829e+00 
151 Cas151 1.184264e+05 1.932099e+00 1.114400e+00 1.584548e+00 1.753193e+00 
152 Cas152 1.313054e+05 6.543210e-01 1.414400e+00 1.798834e+00 1.889557e+00 
153 Cas153 1.248659e+05 1.154321e+00 1.714400e+00 5.437318e-01 5.383171e-01 
154 Cas154 1.377449e+05 1.654321e+00 5.744000e-01 7.580175e-01 6.746807e-01 
155 Cas155 1.216462e+05 8.209877e-01 8.744000e-01 9.723032e-01 8.110443e-01 
156 Cas156 1.345252e+05 1.320988e+00 1.174400e+00 1.186589e+00 9.474080e-01 
157 Cas157 1.280857e+05 1.820988e+00 1.474400e+00 1.400875e+00 1.083772e+00 
158 Cas158 1.409647e+05 9.876543e-01 1.774400e+00 1.615160e+00 1.220135e+00 
159 Cas159 1.164141e+05 1.487654e+00 6.344000e-01 1.829446e+00 1.356499e+00 
160 Cas160 1.292931e+05 1.987654e+00 9.344000e-01 5.743440e-01 1.492863e+00 
161 Cas161 1.228536e+05 5.123457e-01 1.234400e+00 7.886297e-01 1.629226e+00 
162 Cas162 1.357326e+05 1.012346e+00 1.534400e+00 1.002915e+00 1.765590e+00 
163 Cas163 1.196338e+05 1.512346e+00 1.834400e+00 1.217201e+00 1.901953e+00 
164 Cas164 1.325128e+05 6.790123e-01 6.944000e-01 1.431487e+00 5.507137e-01 
165 Cas165 1.260733e+05 1.179012e+00 9.944000e-01 1.645773e+00 6.870774e-01 
166 Cas166 1.389523e+05 1.679012e+00 1.294400e+00 1.860058e+00 8.234410e-01 
167 Cas167 1.180240e+05 8.456790e-01 1.594400e+00 6.049563e-01 9.598047e-01 
168 Cas168 1.309030e+05 1.345679e+00 1.894400e+00 8.192420e-01 1.096168e+00 
169 Cas169 1.244635e+05 1.845679e+00 7.544000e-01 1.033528e+00 1.232532e+00 
170 Cas170 1.373425e+05 5.679012e-01 1.054400e+00 1.247813e+00 1.368896e+00 
171 Cas171 1.212437e+05 1.067901e+00 1.354400e+00 1.462099e+00 1.505259e+00 
172 Cas172 1.341227e+05 1.567901e+00 1.654400e+00 1.676385e+00 1.641623e+00 
173 Cas173 1.276832e+05 7.345679e-01 1.954400e+00 1.890671e+00 1.777986e+00 
174 Cas174 1.405622e+05 1.234568e+00 5.264000e-01 6.355685e-01 1.914350e+00 
175 Cas175 1.172190e+05 1.734568e+00 8.264000e-01 8.498542e-01 5.631104e-01 
176 Cas176 1.300980e+05 9.012346e-01 1.126400e+00 1.064140e+00 6.994741e-01 
177 Cas177 1.236585e+05 1.401235e+00 1.426400e+00 1.278426e+00 8.358377e-01 
178 Cas178 1.365375e+05 1.901235e+00 1.726400e+00 1.492711e+00 9.722014e-01 
179 Cas179 1.204388e+05 6.234568e-01 5.864000e-01 1.706997e+00 1.108565e+00 
180 Cas180 1.333178e+05 1.123457e+00 8.864000e-01 1.921283e+00 1.244929e+00 
181 Cas181 1.268783e+05 1.623457e+00 1.186400e+00 6.661808e-01 1.381292e+00 
182 Cas182 1.397573e+05 7.901235e-01 1.486400e+00 8.804665e-01 1.517656e+00 
183 Cas183 1.188289e+05 1.290123e+00 1.786400e+00 1.094752e+00 1.654020e+00 
184 Cas184 1.317079e+05 1.790123e+00 6.464000e-01 1.309038e+00 1.790383e+00 
185 Cas185 1.252684e+05 9.567901e-01 9.464000e-01 1.523324e+00 1.926747e+00 
186 Cas186 1.381474e+05 1.456790e+00 1.246400e+00 1.737609e+00 5.755071e-01 
187 Cas187 1.220486e+05 1.956790e+00 1.546400e+00 1.951895e+00 7.118708e-01 
188 Cas188 1.349276e+05 5.308642e-01 1.846400e+00 6.967930e-01 8.482344e-01 
189 Cas189 1.284881e+05 1.030864e+00 7.064000e-01 9.110787e-01 9.845980e-01 
190 Cas190 1.413671e+05 1.530864e+00 1.006400e+00 1.125364e+00 1.120962e+00 
191 Cas191 1.162129e+05 6.975309e-01 1.306400e+00 1.339650e+00 1.257325e+00 
192 Cas192 1.290919e+05 1.197531e+00 1.606400e+00 1.553936e+00 1.393689e+00 
193 Cas193 1.226524e+05 1.697531e+00 1.906400e+00 1.768222e+00 1.530053e+00 
194 Cas194 1.355314e+05 8.641975e-01 7.664000e-01 1.982507e+00 1.666416e+00 
195 Cas195 1.194326e+05 1.364198e+00 1.066400e+00 5.174927e-01 1.802780e+00 
196 Cas196 1.323116e+05 1.864198e+00 1.366400e+00 7.317784e-01 1.939144e+00 
197 Cas197 1.258721e+05 5.864198e-01 1.666400e+00 9.460641e-01 5.879038e-01 
198 Cas198 1.387511e+05 1.086420e+00 1.966400e+00 1.160350e+00 7.242675e-01 
199 Cas199 1.178227e+05 1.586420e+00 5.384000e-01 1.374636e+00 8.606311e-01 
200 Cas200 1.307017e+05 7.530864e-01 8.384000e-01 1.588921e+00 9.969947e-01 
201 Cas201 1.242622e+05 1.253086e+00 1.138400e+00 1.803207e+00 1.133358e+00 
202 Cas202 1.371412e+05 1.753086e+00 1.438400e+00 5.481050e-01 1.269722e+00 
203 Cas203 1.210425e+05 9.197531e-01 1.738400e+00 7.623907e-01 1.406086e+00 
204 Cas204 1.339215e+05 1.419753e+00 5.984000e-01 9.766764e-01 1.542449e+00 
205 Cas205 1.274820e+05 1.919753e+00 8.984000e-01 1.190962e+00 1.678813e+00 
206 Cas206 1.403610e+05 6.419753e-01 1.198400e+00 1.405248e+00 1.815177e+00 
207 Cas207 1.170178e+05 1.141975e+00 1.498400e+00 1.619534e+00 1.951540e+00 
208 Cas208 1.298968e+05 1.641975e+00 1.798400e+00 1.833819e+00 6.003005e-01 
209 Cas209 1.234573e+05 8.086420e-01 6.584000e-01 5.787172e-01 7.366642e-01 
210 Cas210 1.363363e+05 1.308642e+00 9.584000e-01 7.930029e-01 8.730278e-01 
211 Cas211 1.202375e+05 1.808642e+00 1.258400e+00 1.007289e+00 1.009391e+00 
212 Cas212 1.331165e+05 9.753086e-01 1.558400e+00 1.221574e+00 1.145755e+00 
213 Cas213 1.266770e+05 1.475309e+00 1.858400e+00 1.435860e+00 1.282119e+00 
214 Cas214 1.395560e+05 1.975309e+00 7.184000e-01 1.650146e+00 1.418482e+00 
215 Cas215 1.186277e+05 5.493827e-01 1.018400e+00 1.864431e+00 1.554846e+00 
216 Cas216 1.315067e+05 1.049383e+00 1.318400e+00 6.093294e-01 1.691210e+00 
217 Cas217 1.250672e+05 1.549383e+00 1.618400e+00 8.236152e-01 1.827573e+00 
218 Cas218 1.379462e+05 7.160494e-01 1.918400e+00 1.037901e+00 1.963937e+00 
219 Cas219 1.218474e+05 1.216049e+00 7.784000e-01 1.252187e+00 6.126972e-01 
220 Cas220 1.347264e+05 1.716049e+00 1.078400e+00 1.466472e+00 7.490609e-01 
221 Cas221 1.282869e+05 8.827160e-01 1.378400e+00 1.680758e+00 8.854245e-01 
222 Cas222 1.411659e+05 1.382716e+00 1.678400e+00 1.895044e+00 1.021788e+00 
223 Cas223 1.166153e+05 1.882716e+00 1.978400e+00 6.399417e-01 1.158152e+00 
224 Cas224 1.294943e+05 6.049383e-01 5.504000e-01 8.542274e-01 1.294515e+00 
225 Cas225 1.230548e+05 1.104938e+00 8.504000e-01 1.068513e+00 1.430879e+00 
226 Cas226 1.359338e+05 1.604938e+00 1.150400e+00 1.282799e+00 1.567243e+00 
227 Cas227 1.198351e+05 7.716049e-01 1.450400e+00 1.497085e+00 1.703606e+00 
228 Cas228 1.327141e+05 1.271605e+00 1.750400e+00 1.711370e+00 1.839970e+00 
229 Cas229 1.262746e+05 1.771605e+00 6.104000e-01 1.925656e+00 1.976334e+00 
230 Cas230 1.391536e+05 9.382716e-01 9.104000e-01 6.705539e-01 6.250939e-01 
231 Cas231 1.182252e+05 1.438272e+00 1.210400e+00 8.848397e-01 7.614576e-01 
232 Cas232 1.311042e+05 1.938272e+00 1.510400e+00 1.099125e+00 8.978212e-01 
233 Cas233 1.246647e+05 6.604938e-01 1.810400e+00 1.313411e+00 1.034185e+00 
234 Cas234 1.375437e+05 1.160494e+00 6.704000e-01 1.527697e+00 1.170548e+00 
235 Cas235 1.214449e+05 1.660494e+00 9.704000e-01 1.741983e+00 1.306912e+00 
236 Cas236 1.343239e+05 8.271605e-01 1.270400e+00 1.956268e+00 1.443276e+00 
237 Cas237 1.278844e+05 1.327160e+00 1.570400e+00 7.011662e-01 1.579639e+00 
238 Cas238 1.407634e+05 1.827160e+00 1.870400e+00 9.154519e-01 1.716003e+00 
239 Cas239 1.174203e+05 9.938272e-01 7.304000e-01 1.129738e+00 1.852367e+00 
240 Cas240 1.302993e+05 1.493827e+00 1.030400e+00 1.344023e+00 1.988730e+00 
241 Cas241 1.238598e+05 1.993827e+00 1.330400e+00 1.558309e+00 5.022539e-01 
242 Cas242 1.367388e+05 5.020576e-01 1.630400e+00 1.772595e+00 6.386176e-01 
243 Cas243 1.206400e+05 1.002058e+00 1.930400e+00 1.986880e+00 7.749812e-01 
244 Cas244 1.335190e+05 1.502058e+00 7.904000e-01 5.218659e-01 9.113449e-01 
245 Cas245 1.270795e+05 6.687243e-01 1.090400e+00 7.361516e-01 1.047708e+00 
246 Cas246 1.399585e+05 1.168724e+00 1.390400e+00 9.504373e-01 1.184072e+00 
247 Cas247 1.190301e+05 1.668724e+00 1.690400e+00 1.164723e+00 1.320436e+00 
248 Cas248 1.319091e+05 8.353909e-01 1.990400e+00 1.379009e+00 1.456799e+00 
249 Cas249 1.254696e+05 1.335391e+00 5.048000e-01 1.593294e+00 1.593163e+00 
250 Cas250 1.383486e+05 1.835391e+00 8.048000e-01 1.807580e+00 1.729527e+00 
251 Cas251 1.222499e+05 5.576132e-01 1.104800e+00 5.524781e-01 1.865890e+00 
252 Cas252 1.351289e+05 1.057613e+00 1.404800e+00 7.667638e-01 5.146506e-01 
253 Cas253 1.286894e+05 1.557613e+00 1.704800e+00 9.810496e-01 6.510143e-01 
254 Cas254 1.415684e+05 7.242798e-01 5.648000e-01 1.195335e+00 7.873779e-01 
255 Cas255 1.159613e+05 1.224280e+00 8.648000e-01 1.409621e+00 9.237415e-01 
256 Cas256 1.288403e+05 1.724280e+00 1.164800e+00 1.623907e+00 1.060105e+00 
257 Cas257 1.224008e+05 8.909465e-01 1.464800e+00 1.838192e+00 1.196469e+00 
258 Cas258 1.352798e+05 1.390947e+00 1.764800e+00 5.830904e-01 1.332832e+00 
259 Cas259 1.191811e+05 1.890947e+00 6.248000e-01 7.973761e-01 1.469196e+00 
260 Cas260 1.320601e+05 6.131687e-01 9.248000e-01 1.011662e+00 1.605560e+00 
261 Cas261 1.256206e+05 1.113169e+00 1.224800e+00 1.225948e+00 1.741923e+00 
262 Cas262 1.384996e+05 1.613169e+00 1.524800e+00 1.440233e+00 1.878287e+00 
263 Cas263 1.175712e+05 7.798354e-01 1.824800e+00 1.654519e+00 5.270473e-01 
264 Cas264 1.304502e+05 1.279835e+00 6.848000e-01 1.868805e+00 6.634110e-01 
265 Cas265 1.240107e+05 1.779835e+00 9.848000e-01 6.137026e-01 7.997746e-01 
266 Cas266 1.368897e+05 9.465021e-01 1.284800e+00 8.279883e-01 9.361382e-01 
267 Cas267 1.207909e+05 1.446502e+00 1.584800e+00 1.042274e+00 1.072502e+00 
268 Cas268 1.336699e+05 1.946502e+00 1.884800e+00 1.256560e+00 1.208866e+00 
269 Cas269 1.272304e+05 5.205761e-01 7.448000e-01 1.470845e+00 1.345229e+00 
270 Cas270 1.401094e+05 1.020576e+00 1.044800e+00 1.685131e+00 1.481593e+00 
271 Cas271 1.167662e+05 1.520576e+00 1.344800e+00 1.899417e+00 1.617956e+00 
272 Cas272 1.296452e+05 6.872428e-01 1.644800e+00 6.443149e-01 1.754320e+00 
273 Cas273 1.232057e+05 1.187243e+00 1.944800e+00 8.586006e-01 1.890684e+00 
274 Cas274 1.360847e+05 1.687243e+00 5.168000e-01 1.072886e+00 5.394440e-01 
275 Cas275 1.199860e+05 8.539095e-01 8.168000e-01 1.287172e+00 6.758077e-01 
276 Cas276 1.328650e+05 1.353909e+00 1.116800e+00 1.501458e+00 8.121713e-01 
277 Cas277 1.264255e+05 1.853909e+00 1.416800e+00 1.715743e+00 9.485349e-01 
278 Cas278 1.393045e+05 5.761317e-01 1.716800e+00 1.930029e+00 1.084899e+00 
279 Cas279 1.183761e+05 1.076132e+00 5.768000e-01 6.749271e-01 1.221262e+00 
280 Cas280 1.312551e+05 1.576132e+00 8.768000e-01 8.892128e-01 1.357626e+00 
281 Cas281 1.248156e+05 7.427984e-01 1.176800e+00 1.103499e+00 1.493989e+00 
282 Cas282 1.376946e+05 1.242798e+00 1.476800e+00 1.317784e+00 1.630353e+00 
283 Cas283 1.215959e+05 1.742798e+00 1.776800e+00 1.532070e+00 1.766717e+00 
284 Cas284 1.344749e+05 9.094650e-01 6.368000e-01 1.746356e+00 1.903080e+00 
285 Cas285 1.280354e+05 1.409465e+00 9.368000e-01 1.960641e+00 5.518407e-01 
286 Cas286 1.409144e+05 1.909465e+00 1.236800e+00 7.055394e-01 6.882044e-01 
287 Cas287 1.163638e+05 6.316872e-01 1.536800e+00 9.198251e-01 8.245680e-01 
288 Cas288 1.292428e+05 1.131687e+00 1.836800e+00 1.134111e+00 9.609316e-01 
